Index,日期(Date),時間(Time),料號(PartNo),批號(LotID),JobNo (or Quarter information),工號(OPID),生產程式(Recipe),設備狀態,錯誤代碼,代碼訊息
57,2026/08/24,22:13:54,,,,,,Standby,99,等待中
58,2026/08/24,22:13:59,,,,,,Quit,100,停止中
59,2026/08/24,22:14:07,,,,,,Working,0,分析中
60,2026/08/24,22:14:10,,,,,,Standby,99,等待中
61,2026/08/24,22:14:15,,,,,,Quit,100,停止中
62,2026/08/24,22:14:23,,,,,,Working,0,分析中
63,2026/08/24,22:14:26,,,,,,Standby,99,等待中
64,2026/08/24,22:14:31,,,,,,Quit,100,停止中
65,2026/08/24,22:14:39,,,,,,Working,0,分析中
66,2026/08/24,22:14:44,,,,,,Standby,99,等待中
67,2026/08/24,22:14:47,,,,,,Quit,100,停止中
68,2026/08/24,22:14:55,,,,,,Working,0,分析中
69,2026/08/24,22:15:00,,,,,,Standby,99,等待中
70,2026/08/24,22:15:03,,,,,,Quit,100,停止中
71,2026/08/24,22:15:11,,,,,,Working,0,分析中
72,2026/08/24,22:15:16,,,,,,Standby,99,等待中
73,2026/08/24,22:15:19,,,,,,Quit,100,停止中
74,2026/08/24,22:15:27,,,,,,Working,0,分析中
75,2026/08/24,22:15:32,,,,,,Standby,99,等待中
76,2026/08/24,22:15:35,,,,,,Quit,100,停止中
77,2026/08/24,22:15:43,,,,,,Working,0,分析中
78,2026/08/24,22:15:48,,,,,,Standby,99,等待中
79,2026/08/24,22:15:51,,,,,,Quit,100,停止中
80,2026/08/24,22:15:59,,,,,,Working,0,分析中
81,2026/08/24,22:16:04,,,,,,Standby,99,等待中
82,2026/08/24,22:16:07,,,,,,Quit,100,停止中
83,2026/08/24,22:16:17,,,,,,Working,0,分析中
84,2026/08/24,22:16:20,,,,,,Standby,99,等待中
85,2026/08/24,22:16:25,,,,,,Quit,100,停止中
86,2026/08/24,22:16:33,,,,,,Working,0,分析中
87,2026/08/24,22:16:36,,,,,,Standby,99,等待中
88,2026/08/24,22:16:41,,,,,,Quit,100,停止中
89,2026/08/24,22:16:49,,,,,,Working,0,分析中
90,2026/08/24,22:16:51,,,,,,Standby,99,等待中
91,2026/08/24,22:16:57,,,,,,Quit,100,停止中
92,2026/08/24,22:17:05,,,,,,Working,0,分析中
93,2026/08/24,22:17:07,,,,,,Standby,99,等待中
94,2026/08/24,22:17:13,,,,,,Quit,100,停止中
95,2026/08/24,22:17:21,,,,,,Working,0,分析中
96,2026/08/24,22:17:26,,,,,,Standby,99,等待中
97,2026/08/24,22:17:29,,,,,,Quit,100,停止中
98,2026/08/24,22:17:37,,,,,,Working,0,分析中
99,2026/08/24,22:17:42,,,,,,Standby,99,等待中
100,2026/08/24,22:17:45,,,,,,Quit,100,停止中
101,2026/08/24,22:17:53,,,,,,Working,0,分析中
102,2026/08/24,22:17:58,,,,,,Standby,99,等待中
103,2026/08/24,22:18:01,,,,,,Quit,100,停止中
104,2026/08/24,22:18:09,,,,,,Working,0,分析中
105,2026/08/24,22:18:14,,,,,,Standby,99,等待中
106,2026/08/24,22:18:16,,,,,,Quit,100,停止中
107,2026/08/24,22:18:24,,,,,,Working,0,分析中
108,2026/08/24,22:18:30,,,,,,Standby,99,等待中
109,2026/08/24,22:18:32,,,,,,Quit,100,停止中
110,2026/08/24,22:18:40,,,,,,Working,0,分析中
111,2026/08/24,22:18:46,,,,,,Standby,99,等待中
112,2026/08/24,22:18:51,,,,,,Quit,100,停止中
113,2026/08/24,22:18:59,,,,,,Working,0,分析中
114,2026/08/24,22:19:02,,,,,,Standby,99,等待中
115,2026/08/24,22:19:07,,,,,,Quit,100,停止中
116,2026/08/24,22:19:15,,,,,,Working,0,分析中
117,2026/08/24,22:19:18,,,,,,Standby,99,等待中
118,2026/08/24,22:19:23,,,,,,Quit,100,停止中
119,2026/08/24,22:19:31,,,,,,Working,0,分析中
120,2026/08/24,22:19:34,,,,,,Standby,99,等待中
121,2026/08/24,22:19:39,,,,,,Quit,100,停止中
122,2026/08/24,22:19:47,,,,,,Working,0,分析中
123,2026/08/24,22:19:50,,,,,,Standby,99,等待中
124,2026/08/24,22:19:55,,,,,,Quit,100,停止中
125,2026/08/24,22:20:03,,,,,,Working,0,分析中
126,2026/08/24,22:20:06,,,,,,Standby,99,等待中
127,2026/08/24,22:20:11,,,,,,Quit,100,停止中
128,2026/08/24,22:20:19,,,,,,Working,0,分析中
129,2026/08/24,22:20:22,,,,,,Standby,99,等待中
130,2026/08/24,22:20:28,,,,,,Quit,100,停止中
131,2026/08/24,22:20:36,,,,,,Working,0,分析中
132,2026/08/24,22:20:39,,,,,,Standby,99,等待中
133,2026/08/24,22:20:44,,,,,,Quit,100,停止中
134,2026/08/24,22:20:52,,,,,,Working,0,分析中
135,2026/08/24,22:20:55,,,,,,Standby,99,等待中
136,2026/08/24,22:21:00,,,,,,Quit,100,停止中
137,2026/08/24,22:21:08,,,,,,Working,0,分析中
138,2026/08/24,22:21:11,,,,,,Standby,99,等待中
139,2026/08/24,22:21:16,,,,,,Quit,100,停止中
140,2026/08/24,22:21:24,,,,,,Working,0,分析中
141,2026/08/24,22:21:27,,,,,,Standby,99,等待中
142,2026/08/24,22:21:32,,,,,,Quit,100,停止中
143,2026/08/24,22:21:42,,,,,,Working,0,分析中
144,2026/08/24,22:21:47,,,,,,Standby,99,等待中
145,2026/08/24,22:21:50,,,,,,Quit,100,停止中
146,2026/08/24,22:21:58,,,,,,Working,0,分析中
147,2026/08/24,22:22:04,,,,,,Standby,99,等待中
148,2026/08/24,22:22:06,,,,,,Quit,100,停止中
149,2026/08/24,22:22:14,,,,,,Working,0,分析中
150,2026/08/24,22:22:20,,,,,,Standby,99,等待中
151,2026/08/24,22:22:22,,,,,,Quit,100,停止中
152,2026/08/24,22:22:30,,,,,,Working,0,分析中
153,2026/08/24,23:54:38,,,,,,Working,0,分析中
